method,workflow,dataset,budget_iter,budget,total_candidates,total_emissions,time,auc,recall,memory
deepblocker,top1,D5,1,1968.0,1968.0,1968.0,30.595202207565308,0.3813623357157897,0.6366869918699187,805.1367
deepblocker,top1,D5,4,7872.0,7872.0,7872.0,31.140215158462524,0.6111646369861328,0.7378048780487805,805.4179
deepblocker,top1,D5,9,17712.0,17712.0,17712.0,29.10039234161377,0.7125146991392666,0.8099593495934959,803.5976999999999
deepblocker,top1,D5,7,13776.0,13776.0,13776.0,30.11780905723572,0.678823541474496,0.7865853658536586,805.2656000000001
deepblocker,top1,D5,8,15744.0,15744.0,15744.0,30.4300594329834,0.6978653372989606,0.804369918699187,805.3944999999999
deepblocker,top1,D5,3,5904.0,5904.0,5904.0,29.398834228515625,0.6070534995146789,0.7515243902439024,805.0898
deepblocker,top1,D5,6,11808.0,11808.0,11808.0,30.50335693359375,0.6571490705380258,0.7738821138211383,804.9608999999999
deepblocker,top1,D6,6,6432.0,6432.0,6432.0,32.110143423080444,0.5241632464136678,0.6436567164179104,834.6406000000001
deepblocker,top1,D6,2,2144.0,2144.0,2144.0,34.88617205619812,0.3500952405803172,0.5457089552238806,834.3984
deepblocker,top1,D6,5,5360.0,5360.0,5360.0,33.64743995666504,0.4953631395345534,0.6231343283582089,834.7656
deepblocker,top1,D6,3,3216.0,3216.0,3216.0,33.04859733581543,0.4268058796783889,0.5774253731343284,834.2070000000001
deepblocker,top1,D6,10,10720.0,10720.0,10720.0,32.302464962005615,0.5785721669147007,0.6958955223880597,834.6172000000001
deepblocker,top1,D6,7,7504.0,7504.0,7504.0,32.7886860370636,0.5465796434218064,0.6763059701492538,833.8046999999999
deepblocker,top1,D6,1,1072.0,1072.0,1072.0,35.21746373176575,0.2166213434226815,0.3917910447761194,834.8281
deepblocker,top1,D6,9,9648.0,9648.0,9648.0,34.17248272895813,0.5587078469194381,0.667910447761194,834.4140000000001
deepblocker,top1,D6,4,4288.0,4288.0,4288.0,32.28431344032288,0.4653519677202761,0.5998134328358209,834.5429999999999
deepblocker,top1,D6,8,8576.0,8576.0,8576.0,33.98171806335449,0.5471662324961369,0.6567164179104478,834.5234
deepblocker,top1,D7,6,6570.0,6570.0,6570.0,37.49015593528748,0.6583574291077006,0.8748858447488584,830.1093000000001
deepblocker,top1,D7,2,2190.0,2190.0,2190.0,38.47026824951172,0.3614754422929837,0.6694063926940639,830.2383000000001
deepblocker,top1,D7,7,7665.0,7665.0,7665.0,37.80598163604736,0.6836976890188193,0.8821917808219178,830.2343999999999
deepblocker,top1,D7,10,10950.0,10950.0,10950.0,36.20126914978027,0.7478243683256133,0.91324200913242,830.3125
deepblocker,top1,D7,8,8760.0,8760.0,8760.0,36.68866300582886,0.7119433937974117,0.9004566210045662,830.2383
deepblocker,top1,D7,1,1095.0,1095.0,1095.0,38.155133962631226,0.1593682298436823,0.3744292237442922,829.7459999999999
deepblocker,top1,D7,5,5475.0,5475.0,5475.0,38.56012320518494,0.6214855358876047,0.8529680365296803,829.8281999999999
deepblocker,top1,D7,3,3285.0,3285.0,3285.0,36.49635982513428,0.4959829580036534,0.7643835616438356,830.2226
deepblocker,top1,D7,9,9855.0,9855.0,9855.0,38.74725532531738,0.7303174850263291,0.9050228310502284,830.2578
deepblocker,top1,D7,4,4380.0,4380.0,4380.0,38.87865471839905,0.5632474810800933,0.8228310502283105,830.5039
deepblocker,top1,D8,1,853.0,853.0,853.0,54.02278757095337,0.1750894350014147,0.2801875732708089,814.1015
deepblocker,top1,D8,6,5118.0,5118.0,5118.0,55.850308418273926,0.4546815108735672,0.6459554513481829,814.3554
deepblocker,top1,D8,8,6824.0,6824.0,6824.0,56.99975895881653,0.513150999059555,0.7186400937866354,816.6836
deepblocker,top1,D8,9,7677.0,7677.0,7677.0,55.77149224281311,0.5215124163769996,0.7151230949589683,816.6328
deepblocker,top1,D8,2,1706.0,1706.0,1706.0,56.18111538887024,0.2652988762223813,0.4091441969519343,816.9883
deepblocker,top1,D8,4,3412.0,3412.0,3412.0,54.389405488967896,0.3636025142127757,0.5439624853458382,813.8867
deepblocker,top1,D8,10,8530.0,8530.0,8530.0,55.06672143936157,0.5489865730705802,0.731535756154748,819.2266
deepblocker,top1,D8,5,4265.0,4265.0,4265.0,54.98701167106629,0.4186984631061327,0.608440797186401,816.4180000000001
deepblocker,top1,D8,7,5971.0,5971.0,5971.0,54.78995442390442,0.4680863176260627,0.6647127784290738,816.1680000000001
deepblocker,top1,D8,3,2559.0,2559.0,2559.0,56.158182859420776,0.3278145149472464,0.5005861664712778,812.7188000000001
deepblocker,top1,D9,9,20772.0,12580.0,12580.0,133.34256887435913,0.7681159879475221,0.8929809358752167,901.4023
deepblocker,top1,D9,5,11540.0,11540.0,11540.0,124.86181783676147,0.7588972222760114,0.8968804159445407,900.871
deepblocker,top1,D9,10,23080.0,12580.0,12580.0,123.8580002784729,0.7736109525008643,0.8990467937608319,900.875
deepblocker,top1,D9,6,13848.0,12580.0,12580.0,118.848247051239,0.7693417366040661,0.9033795493934142,902.9375
deepblocker,top1,D9,7,16156.0,12580.0,12580.0,118.58599758148192,0.769683990204446,0.9003466204506065,899.2305000000001
deepblocker,top1,D9,1,2308.0,2308.0,2308.0,131.17525005340576,0.3894578745065827,0.6516464471403813,900.4648
deepblocker,top1,D9,3,6924.0,6924.0,6924.0,133.88943886756897,0.6645242728165521,0.8773830155979203,899.5821000000001
deepblocker,top1,D9,4,9232.0,9232.0,9232.0,139.16669034957886,0.721865338349113,0.8903812824956673,900.5469
deepblocker,top1,D9,8,18464.0,12580.0,12580.0,133.94892597198486,0.7665566298496749,0.8968804159445407,901.3945
deepblocker,top1,D9,2,4616.0,4616.0,4616.0,135.06176781654358,0.5802910200378384,0.8271230502599654,900.3788999999999
deepblocker,top1,synthetic100K,7,598479.0,500000.0,500000.0,2131.869446754456,0.3661265373821487,0.5979741979250734,1024.0508
deepblocker,top1,synthetic100K,3,256491.0,256491.0,256491.0,2193.613033771515,0.178091466350763,0.4732797642022527,999.4922
deepblocker,top1,synthetic100K,1,85497.0,85497.0,85497.0,2186.7604641914368,0.0,0.0,810.6094
deepblocker,top1,synthetic100K,4,341988.0,341988.0,341988.0,1848.854742527008,0.2584580656358188,0.5405101933401172,673.8594
deepblocker,top1,synthetic100K,8,683976.0,500000.0,500000.0,2076.962848186493,0.3606089072838169,0.5913189936489,968.4062
deepblocker,top1,synthetic100K,10,854970.0,500000.0,500000.0,2095.508494615555,0.3680233233005213,0.5986174953507141,857.5430000000001
deepblocker,top1,synthetic100K,2,170994.0,170994.0,170994.0,2142.809848546982,0.0702112018455022,0.3027708574569868,1152.8711
deepblocker,top1,synthetic100K,6,512982.0,500000.0,500000.0,2133.693588972092,0.3665357928181676,0.5987344585190124,1004.1875
deepblocker,top1,synthetic100K,5,427485.0,427485.0,427485.0,2129.86753320694,0.3267475361524635,0.5869562674713733,777.3671999999999
deepblocker,top1,synthetic100K,9,769473.0,500000.0,500000.0,2088.8475608825684,0.3681548290552034,0.6002432833900605,919.3711
deepblocker,top1,synthetic10K,3,26115.0,26115.0,26115.0,48.44315028190613,0.2120136563869275,0.5280873061458932,826.8086
deepblocker,top1,synthetic10K,9,78345.0,50000.0,50000.0,48.98906970024109,0.4103028128983869,0.6627225732337737,824.5039
deepblocker,top1,synthetic10K,10,87050.0,50000.0,50000.0,49.05647778511048,0.4100631967831863,0.6632969557725445,824.2616999999999
deepblocker,top1,synthetic10K,6,52230.0,50000.0,50000.0,43.92707657814026,0.3990073076194645,0.6556002297530155,817.3163999999999
deepblocker,top1,synthetic10K,1,8705.0,8705.0,8705.0,48.20687794685364,0.0,0.0,825.4803999999999
deepblocker,top1,synthetic10K,4,34820.0,34820.0,34820.0,47.2877824306488,0.2985664519656113,0.597932222860425,827.1795999999999
deepblocker,top1,synthetic10K,5,43525.0,43525.0,43525.0,48.39934682846069,0.3643097144126114,0.6382538770821367,817.0078
deepblocker,top1,synthetic10K,7,60935.0,50000.0,50000.0,46.91696357727051,0.4041820438720631,0.6624928202182654,824.5898
deepblocker,top1,synthetic10K,8,69640.0,50000.0,50000.0,48.157339572906494,0.4106287799574211,0.6700746697300403,825.414
deepblocker,top1,synthetic10K,2,17410.0,17410.0,17410.0,50.33955907821655,0.0864529613492446,0.3756461803561172,824.6993
deepblocker,top1,synthetic50K,10,430710.0,250000.0,250000.0,495.0176146030426,0.3698479155144726,0.600009286991247,1021.9179
deepblocker,top1,synthetic50K,4,172284.0,172284.0,172284.0,491.4378757476807,0.2781342416796262,0.5718929209909219,1014.0313
deepblocker,top1,synthetic50K,1,43071.0,43071.0,43071.0,501.8615174293518,0.0,0.0,1014.1562
deepblocker,top1,synthetic50K,6,258426.0,250000.0,250000.0,489.78987860679626,0.3763698306866136,0.6064173109516844,1014.1953
deepblocker,top1,synthetic50K,9,387639.0,250000.0,250000.0,482.8654313087464,0.3734624620370468,0.6010076385503007,1012.7304
deepblocker,top1,synthetic50K,3,129213.0,129213.0,129213.0,499.4994099140167,0.1900617714109515,0.4953681131155534,1018.7148
deepblocker,top1,synthetic50K,2,86142.0,86142.0,86142.0,508.2813296318054,0.0735422110679529,0.3112999465998003,1022.1407
deepblocker,top1,synthetic50K,8,344568.0,250000.0,250000.0,497.6479098796845,0.3707255450284769,0.5987091082166655,1013.4141
deepblocker,top1,synthetic50K,5,215355.0,215355.0,215355.0,517.6078698635101,0.3396211469346673,0.597850061526317,1021.5742
deepblocker,top1,synthetic50K,7,301497.0,250000.0,250000.0,508.1674149036408,0.3722626572195351,0.6008218987253604,1017.2109
nn,top1,ABTBUY,5,5425.0,5425.0,5425.0,217.88801527023315,0.1537077834831782,0.5345622119815668,1986.2773
nn,top1,ABTBUY,2,2170.0,2170.0,2170.0,220.6416940689087,0.0,0.0,1971.0898
nn,top1,ABTBUY,8,8680.0,7936.0,7936.0,220.16396069526672,0.3013327883348652,0.687557603686636,2008.5078
nn,top1,ABTBUY,1,1085.0,1085.0,1085.0,206.52734351158145,0.0,0.0,1966.5079
nn,top1,ABTBUY,7,7595.0,7595.0,7595.0,220.79449152946472,0.2842030610338209,0.6774193548387096,1991.3125
nn,top1,ABTBUY,4,4340.0,4340.0,4340.0,212.66284656524653,0.0786771083135085,0.4018433179723502,1980.0938
nn,top1,ABTBUY,6,6510.0,6510.0,6510.0,203.4984269142151,0.2240575502499494,0.6147465437788019,1978.4063
nn,top1,ABTBUY,10,10850.0,7936.0,7936.0,219.48339772224423,0.3013327883348652,0.687557603686636,1983.1054
nn,top1,ABTBUY,9,9765.0,7936.0,7936.0,215.20960783958435,0.3013327883348652,0.687557603686636,1970.9453
nn,top1,ABTBUY,3,3255.0,3255.0,3255.0,220.3401699066162,0.0130894824443211,0.1161290322580645,1986.5782
nn,top1,CDDB,4,12000.0,12000.0,12000.0,1191.4089028835297,0.1293467211065737,0.79,2098.25
nn,top1,CDDB,1,3000.0,3000.0,3000.0,1180.3164777755735,0.0,0.0,2118.9101
nn,top1,CDDB,5,15000.0,15000.0,15000.0,1192.7852771282196,0.2671393018243286,0.8333333333333334,2122.3515
nn,top1,CDDB,8,24000.0,24000.0,24000.0,1191.509315252304,0.4880207769120769,0.9566666666666668,2087.7343
nn,top1,CDDB,6,18000.0,18000.0,18000.0,1183.3945558071136,0.3614997314963553,0.8333333333333334,2112.8008
nn,top1,CDDB,9,27000.0,27000.0,27000.0,1194.6574144363403,0.5400906139279122,0.9566666666666668,2116.6367
nn,top1,CDDB,7,21000.0,21000.0,21000.0,1166.6171753406525,0.4296412869228332,0.84,2134.625
nn,top1,CDDB,2,6000.0,6000.0,6000.0,1193.7335658073423,0.0,0.0,2095.3516
nn,top1,CDDB,3,9000.0,9000.0,9000.0,1193.4813170433044,0.0,0.0,2129.086
nn,top1,CDDB,10,30000.0,30000.0,30000.0,1186.7659153938291,0.5819857115873662,0.96,2114.4532
nn,top1,CORA,7,4402370.0,135360.0,135360.0,10.517460584640505,0.4399839426027987,0.7461957990809496,101.46089999999998
nn,top1,CORA,9,5660190.0,135360.0,135360.0,10.54055905342102,0.4399839426027987,0.7461957990809496,102.30079999999998
nn,top1,CORA,1,628910.0,135360.0,135360.0,10.20498514175415,0.4399839426027987,0.7461957990809496,101.2305
nn,top1,CORA,3,1886730.0,135360.0,135360.0,10.191738605499268,0.4399839426027987,0.7461957990809496,100.28519999999996
nn,top1,CORA,2,1257820.0,135360.0,135360.0,10.589971542358398,0.4399839426027987,0.7461957990809496,102.12109999999996
nn,top1,CORA,5,3144550.0,135360.0,135360.0,10.409384727478027,0.4399839426027987,0.7461957990809496,101.41409999999996
nn,top1,CORA,10,6289100.0,135360.0,135360.0,10.476153135299684,0.4399839426027987,0.7461957990809496,103.46090000000004
nn,top1,CORA,8,5031280.0,135360.0,135360.0,10.478153228759766,0.4399839426027987,0.7461957990809496,103.457
nn,top1,CORA,4,2515640.0,135360.0,135360.0,10.36037278175354,0.4399839426027987,0.7461957990809496,100.3476
nn,top1,CORA,6,3773460.0,135360.0,135360.0,10.25114607810974,0.4399839426027987,0.7461957990809496,100.92580000000004
nn,top1,synthetic100K,9,769473.0,401958.0,401958.0,9116.578503847122,0.4266190954699166,0.8446144309157047,3128.4883
nn,top1,synthetic100K,6,512982.0,401958.0,401958.0,9147.66258764267,0.4266190954699166,0.8446144309157047,3111.4922
nn,top1,synthetic100K,3,256491.0,256491.0,256491.0,8710.79653429985,0.2327716198015571,0.6533913470648093,3110.0703000000003
nn,top1,synthetic100K,1,85497.0,85497.0,85497.0,9154.077429056168,0.0,0.0,3086.5820000000003
nn,top1,synthetic100K,8,683976.0,401958.0,401958.0,9162.518718004229,0.4266190954699166,0.8446144309157047,3119.2148
nn,top1,synthetic100K,7,598479.0,401958.0,401958.0,9164.300995349884,0.4266190954699166,0.8446144309157047,3132.3203
nn,top1,synthetic100K,5,427485.0,401958.0,401958.0,8106.507383346558,0.4266190954699166,0.8446144309157047,3124.211
nn,top1,synthetic100K,2,170994.0,170994.0,170994.0,9138.33717751503,0.0946620729974845,0.3987976186298934,3094.5274
nn,top1,synthetic100K,10,854970.0,401958.0,401958.0,8932.348598241806,0.4266190954699166,0.8446144309157047,3126.2969
nn,top1,synthetic100K,4,341988.0,341988.0,341988.0,8074.851521730423,0.3555254315183955,0.8002970864474777,3101.7852000000003
nn,top1,synthetic10K,10,87050.0,39694.0,39694.0,840.6145915985107,0.4456256555315033,0.8932797242963814,2092.5313
nn,top1,synthetic10K,6,52230.0,39694.0,39694.0,854.0124139785767,0.4456256555315033,0.8932797242963814,2047.9766
nn,top1,synthetic10K,9,78345.0,39694.0,39694.0,854.0138280391693,0.4456256555315033,0.8932797242963814,2113.8125
nn,top1,synthetic10K,2,17410.0,17410.0,17410.0,849.0049214363098,0.1076847474829819,0.422400919012062,2080.2187000000004
nn,top1,synthetic10K,5,43525.0,39694.0,39694.0,853.5434002876282,0.4456256555315033,0.8932797242963814,2062.832
nn,top1,synthetic10K,1,8705.0,8705.0,8705.0,838.0985651016235,0.0,0.0,2063.6289
nn,top1,synthetic10K,4,34820.0,34820.0,34820.0,842.1685512065887,0.3844078060930833,0.8628374497415279,2042.5664
nn,top1,synthetic10K,7,60935.0,39694.0,39694.0,837.2142789363861,0.4456256555315033,0.8932797242963814,2103.8437
nn,top1,synthetic10K,3,26115.0,26115.0,26115.0,853.7350146770477,0.2543154304099329,0.6925904652498565,2048.2813
nn,top1,synthetic10K,8,69640.0,39694.0,39694.0,854.2017269134521,0.4456256555315033,0.8932797242963814,2098.332
nn,top1,synthetic200K,1,172403.0,172403.0,172403.0,16564.05407643318,0.0,0.0,3653.7852
nn,top1,synthetic200K,9,1551627.0,809436.0,809436.0,20333.39868593216,0.4153809907637087,0.8189010632065568,3738.3515
nn,top1,synthetic200K,2,344806.0,344806.0,344806.0,21049.93273282051,0.0942967928387765,0.3891695620145821,3692.7969
nn,top1,synthetic200K,4,689612.0,689612.0,689612.0,21148.27394413948,0.3473382217920455,0.7800154289658533,3748.4023
nn,top1,synthetic200K,7,1206821.0,809436.0,809436.0,18811.895402908325,0.4153809907637087,0.8189010632065568,3726.3242
nn,top1,synthetic200K,5,862015.0,809436.0,809436.0,18176.80722284317,0.4153809907637087,0.8189010632065568,3768.539
nn,top1,synthetic200K,3,517209.0,517209.0,517209.0,21153.39891886711,0.2286573105726247,0.6334518540860657,3755.660100000001
nn,top1,synthetic200K,6,1034418.0,809436.0,809436.0,18975.60861802101,0.4153809907637087,0.8189010632065568,3777.5273
nn,top1,synthetic200K,10,1724030.0,809436.0,809436.0,21167.273021698,0.4153809907637087,0.8189010632065568,3739.3985
nn,top1,synthetic200K,8,1379224.0,809436.0,809436.0,20939.36942029,0.4153809907637087,0.8189010632065568,3730.4727
nn,top1,synthetic300K,9,2313306.0,1218114.0,1218114.0,35766.92424273491,0.4108010175894376,0.8109355182582849,4302.933599999999
nn,top1,synthetic300K,7,1799238.0,1218114.0,1218114.0,35765.63639330864,0.4108010175894376,0.8109355182582849,4314.0234
nn,top1,synthetic300K,5,1285170.0,1218114.0,1218114.0,29148.76363325119,0.4108010175894376,0.8109355182582849,4328.4882
nn,top1,synthetic300K,1,257034.0,257034.0,257034.0,29102.45329093933,0.0,0.0,4215.718800000001
nn,top1,synthetic300K,4,1028136.0,1028136.0,1028136.0,35719.114747047424,0.3395323061073195,0.754830100298015,4392.507799999999
nn,top1,synthetic300K,10,2570340.0,1218114.0,1218114.0,29216.111904144287,0.4108010175894376,0.8109355182582849,4347.9883
nn,top1,synthetic300K,8,2056272.0,1218114.0,1218114.0,23202.882386684418,0.4108010175894376,0.8109355182582849,4316.6054
nn,top1,synthetic300K,6,1542204.0,1218114.0,1218114.0,35813.026215314865,0.4108010175894376,0.8109355182582849,4311.207
nn,top1,synthetic300K,3,771102.0,771102.0,771102.0,35671.49597120285,0.2225085832844499,0.6241625621513107,4354.308599999999
nn,top1,synthetic300K,2,514068.0,514068.0,514068.0,35721.37718987465,0.0905928629302351,0.3817860672128979,4218.6328
nn,top1,synthetic50K,2,86142.0,86142.0,86142.0,4409.874638080597,0.099714840515066,0.4071184787908337,2608.3242
nn,top1,synthetic50K,6,258426.0,200196.0,200196.0,4420.348759889603,0.4324936344795427,0.8617399178101275,2661.7383
nn,top1,synthetic50K,5,215355.0,200196.0,200196.0,4393.646447181702,0.4324936344795427,0.8617399178101275,2650.5976
nn,top1,synthetic50K,3,129213.0,129213.0,129213.0,4417.890784025192,0.2397719915930631,0.6666898841447841,2640.5625
nn,top1,synthetic50K,1,43071.0,43071.0,43071.0,4415.877328634262,0.0,0.0,2621.8711000000003
nn,top1,synthetic50K,7,301497.0,200196.0,200196.0,4338.551899671555,0.4324936344795427,0.8617399178101275,2637.1094
nn,top1,synthetic50K,4,172284.0,172284.0,172284.0,4417.400270938873,0.3648886270201804,0.8229899468319751,2628.7968
nn,top1,synthetic50K,8,344568.0,200196.0,200196.0,4323.151226520538,0.4324936344795427,0.8617399178101275,2659.2852
nn,top1,synthetic50K,10,430710.0,200196.0,200196.0,4406.476707458496,0.4324936344795427,0.8617399178101275,2624.0664
nn,top1,synthetic50K,9,387639.0,200196.0,200196.0,4366.076601266861,0.4324936344795427,0.8617399178101275,2649.7851
ieps,top1,synthetic100K,1,,,,430.46,,0.017918757,6459.109375
ieps,top1,synthetic100K,2,,,,430.46,,0.045486976,6459.109375
ieps,top1,synthetic100K,3,,,,430.46,,0.085020527,6459.109375
ieps,top1,synthetic100K,4,,,,430.46,,0.14433255,6459.109375
ieps,top1,synthetic100K,5,,,,430.46,,0.224335357,6459.109375
ieps,top1,synthetic100K,6,,,,430.46,,0.310934887,6459.109375
ieps,top1,synthetic100K,7,,,,430.46,,0.402236336,6459.109375
ieps,top1,synthetic100K,8,,,,430.46,,0.48878908,6459.109375
ieps,top1,synthetic100K,9,,,,430.46,,0.56601986,6459.109375
ieps,top1,synthetic100K,10,,,,430.46,,0.695135502,6459.109375
ieps,top1,D8,1,,,,433.34,,0.0,5993.015625
ieps,top1,D8,2,,,,433.34,,0.0,5993.015625
ieps,top1,D8,3,,,,433.34,,0.0,5993.015625
ieps,top1,D8,4,,,,433.34,,0.0,5993.015625
ieps,top1,D8,5,,,,433.34,,0.0,5993.015625
ieps,top1,D8,6,,,,433.34,,0.0,5993.015625
ieps,top1,D8,7,,,,433.34,,0.0,5993.015625
ieps,top1,D8,8,,,,433.34,,0.0,5993.015625
ieps,top1,D8,9,,,,433.34,,0.0,5993.015625
ieps,top1,D8,10,,,,433.34,,0.0,5993.015625
ieps,top1,D1,1,,,,377.1,,0.0,5808.390625
ieps,top1,D1,2,,,,377.1,,0.0,5808.390625
ieps,top1,D1,3,,,,377.1,,0.0,5808.390625
ieps,top1,D1,4,,,,377.1,,0.0,5808.390625
ieps,top1,D1,5,,,,377.1,,0.0,5808.390625
ieps,top1,D1,6,,,,377.1,,0.0,5808.390625
ieps,top1,D1,7,,,,377.1,,0.0,5808.390625
ieps,top1,D1,8,,,,377.1,,0.0,5808.390625
ieps,top1,D1,9,,,,377.1,,0.0,5808.390625
ieps,top1,D1,10,,,,377.1,,0.011235955,5808.390625
ieps,top1,D6,1,,,,377.78,,0.0,5897.199219
ieps,top1,D6,2,,,,377.78,,0.0,5897.199219
ieps,top1,D6,3,,,,377.78,,0.0,5897.199219
ieps,top1,D6,4,,,,377.78,,0.000932836,5897.199219
ieps,top1,D6,5,,,,377.78,,0.002798507,5897.199219
ieps,top1,D6,6,,,,377.78,,0.003731343,5897.199219
ieps,top1,D6,7,,,,377.78,,0.003731343,5897.199219
ieps,top1,D6,8,,,,377.78,,0.005597015,5897.199219
ieps,top1,D6,9,,,,377.78,,0.006529851,5897.199219
ieps,top1,D6,10,,,,377.78,,0.006529851,5897.199219
ieps,top1,D3,1,,,,368.68,,0.0,5864.664063
ieps,top1,D3,2,,,,368.68,,0.0,5864.664063
ieps,top1,D3,3,,,,368.68,,0.0,5864.664063
ieps,top1,D3,4,,,,368.68,,0.000905797,5864.664063
ieps,top1,D3,5,,,,368.68,,0.000905797,5864.664063
ieps,top1,D3,6,,,,368.68,,0.000905797,5864.664063
ieps,top1,D3,7,,,,368.68,,0.000905797,5864.664063
ieps,top1,D3,8,,,,368.68,,0.000905797,5864.664063
ieps,top1,D3,9,,,,368.68,,0.001811594,5864.664063
ieps,top1,D3,10,,,,368.68,,0.001811594,5864.664063
ieps,top1,CDDB,1,,,,374.96,,0.314381271,5962.582031
ieps,top1,CDDB,2,,,,374.96,,0.327759197,5962.582031
ieps,top1,CDDB,3,,,,374.96,,0.431438127,5962.582031
ieps,top1,CDDB,4,,,,374.96,,0.505016722,5962.582031
ieps,top1,CDDB,5,,,,374.96,,0.508361204,5962.582031
ieps,top1,CDDB,6,,,,374.96,,0.508361204,5962.582031
ieps,top1,CDDB,7,,,,374.96,,0.605351171,5962.582031
ieps,top1,CDDB,8,,,,374.96,,0.605351171,5962.582031
ieps,top1,CDDB,9,,,,374.96,,0.675585284,5962.582031
ieps,top1,CDDB,10,,,,374.96,,0.719063545,5962.582031
ieps,top1,ABTBUY,1,,,,371.66,,0.0,5805.40625
ieps,top1,ABTBUY,2,,,,371.66,,0.0,5805.40625
ieps,top1,ABTBUY,3,,,,371.66,,0.0,5805.40625
ieps,top1,ABTBUY,4,,,,371.66,,0.0,5805.40625
ieps,top1,ABTBUY,5,,,,371.66,,0.0,5805.40625
ieps,top1,ABTBUY,6,,,,371.66,,0.0,5805.40625
ieps,top1,ABTBUY,7,,,,371.66,,0.0,5805.40625
ieps,top1,ABTBUY,8,,,,371.66,,0.0,5805.40625
ieps,top1,ABTBUY,9,,,,371.66,,0.0,5805.40625
ieps,top1,ABTBUY,10,,,,371.66,,0.0,5805.40625
ieps,top1,D7,1,,,,381.66,,0.0,5942.394531
ieps,top1,D7,2,,,,381.66,,0.002739726,5942.394531
ieps,top1,D7,3,,,,381.66,,0.003652968,5942.394531
ieps,top1,D7,4,,,,381.66,,0.005479452,5942.394531
ieps,top1,D7,5,,,,381.66,,0.006392694,5942.394531
ieps,top1,D7,6,,,,381.66,,0.006392694,5942.394531
ieps,top1,D7,7,,,,381.66,,0.008219178,5942.394531
ieps,top1,D7,8,,,,381.66,,0.008219178,5942.394531
ieps,top1,D7,9,,,,381.66,,0.008219178,5942.394531
ieps,top1,D7,10,,,,381.66,,0.010045662,5942.394531
ieps,top1,synthetic10K,1,,,,366.53,,0.005628949,5865.710938
ieps,top1,synthetic10K,2,,,,366.53,,0.018380241,5865.710938
ieps,top1,synthetic10K,3,,,,366.53,,0.032739805,5865.710938
ieps,top1,synthetic10K,4,,,,366.53,,0.053991959,5865.710938
ieps,top1,synthetic10K,5,,,,366.53,,0.08650201,5865.710938
ieps,top1,synthetic10K,6,,,,366.53,,0.119471568,5865.710938
ieps,top1,synthetic10K,7,,,,366.53,,0.163124641,5865.710938
ieps,top1,synthetic10K,8,,,,366.53,,0.208615738,5865.710938
ieps,top1,synthetic10K,9,,,,366.53,,0.262952326,5865.710938
ieps,top1,synthetic10K,10,,,,366.53,,0.311889719,5865.710938
ieps,top1,synthetic300K,1,,,,508.13,,0.18745769,7891.128906
ieps,top1,synthetic300K,2,,,,508.13,,0.66102928,7891.128906
ieps,top1,synthetic300K,3,,,,508.13,,0.699129298,7891.128906
ieps,top1,synthetic300K,4,,,,508.13,,0.700249772,7891.128906
ieps,top1,synthetic300K,5,,,,508.13,,0.700432628,7891.128906
ieps,top1,synthetic300K,6,,,,508.13,,0.700518219,7891.128906
ieps,top1,synthetic300K,7,,,,508.13,,0.700572687,7891.128906
ieps,top1,synthetic300K,8,,,,508.13,,0.701914922,7891.128906
ieps,top1,synthetic300K,9,,,,508.13,,0.703638429,7891.128906
ieps,top1,synthetic300K,10,,,,508.13,,0.705124614,7891.128906
ieps,top1,D9,1,,,,401.26,,0.011265165,6120.648438
ieps,top1,D9,2,,,,401.26,,0.015164645,6120.648438
ieps,top1,D9,3,,,,401.26,,0.0194974,6120.648438
ieps,top1,D9,4,,,,401.26,,0.019930676,6120.648438
ieps,top1,D9,5,,,,401.26,,0.021230503,6120.648438
ieps,top1,D9,6,,,,401.26,,0.025129983,6120.648438
ieps,top1,D9,7,,,,401.26,,0.025129983,6120.648438
ieps,top1,D9,8,,,,401.26,,0.029896014,6120.648438
ieps,top1,D9,9,,,,401.26,,0.029896014,6120.648438
ieps,top1,D9,10,,,,401.26,,0.029896014,6120.648438
ieps,top1,D5,1,,,,389.9,,0.0,6007.136719
ieps,top1,D5,2,,,,389.9,,0.0,6007.136719
ieps,top1,D5,3,,,,389.9,,0.00050813,6007.136719
ieps,top1,D5,4,,,,389.9,,0.00050813,6007.136719
ieps,top1,D5,5,,,,389.9,,0.00050813,6007.136719
ieps,top1,D5,6,,,,389.9,,0.00101626,6007.136719
ieps,top1,D5,7,,,,389.9,,0.00101626,6007.136719
ieps,top1,D5,8,,,,389.9,,0.00101626,6007.136719
ieps,top1,D5,9,,,,389.9,,0.00101626,6007.136719
ieps,top1,D5,10,,,,389.9,,0.00101626,6007.136719
ieps,top1,D4,1,,,,373.01,,0.001348921,5887.308594
ieps,top1,D4,2,,,,373.01,,0.004046763,5887.308594
ieps,top1,D4,3,,,,373.01,,0.008543165,5887.308594
ieps,top1,D4,4,,,,373.01,,0.01528777,5887.308594
ieps,top1,D4,5,,,,373.01,,0.025179856,5887.308594
ieps,top1,D4,6,,,,373.01,,0.033273381,5887.308594
ieps,top1,D4,7,,,,373.01,,0.043615108,5887.308594
ieps,top1,D4,8,,,,373.01,,0.06205036,5887.308594
ieps,top1,D4,9,,,,373.01,,0.083633094,5887.308594
ieps,top1,D4,10,,,,373.01,,0.105665468,5887.308594
ieps,top1,synthetic50K,1,,,,397.75,,0.006082979,6126.925781
