method,workflow,dataset,budget_iter,budget,total_candidates,total_emissions,time,auc,recall,memory
pesm,top2,D7,10,10950.0,10950.0,10950.0,12.775684356689451,0.6786842510160471,0.8264840182648402,100.17970000000004
pesm,top2,D7,6,6570.0,6570.0,6570.0,12.46822214126587,0.6112351976895721,0.7324200913242009,98.44529999999996
pesm,top2,D7,4,4380.0,4380.0,4380.0,12.030164003372192,0.5617413926263374,0.6794520547945205,95.12889999999992
pesm,top2,D7,7,7665.0,7665.0,7665.0,12.473945379257202,0.6301589060156613,0.7424657534246575,101.61720000000004
pesm,top2,D7,9,9855.0,9855.0,9855.0,13.260902404785156,0.6635583451936383,0.8118721461187215,95.6133000000001
pesm,top2,D7,2,2190.0,2190.0,2190.0,12.066423892974854,0.4552676057512171,0.6575342465753424,100.22660000000008
pesm,top2,D8,5,4265.0,4265.0,4265.0,33.3991596698761,0.5577790309044248,0.8065650644783119,169.20309999999995
pesm,top2,D8,10,8530.0,8530.0,8530.0,34.84961438179016,0.7026146831162112,0.8745603751465416,258.75
pesm,top2,D8,3,2559.0,2559.0,2559.0,36.10500478744507,0.4143798541910916,0.7420867526377491,166.99220000000005
pesm,top2,D8,1,853.0,853.0,853.0,36.304012060165405,0.1371959004038649,0.2848769050410316,166.94140000000004
pesm,top2,D8,2,1706.0,1706.0,1706.0,37.66917157173157,0.2835349375133497,0.5556858147713951,165.05470000000005
pesm,top2,D8,8,6824.0,6824.0,6824.0,36.800318241119385,0.6619732124069395,0.8569753810082064,251.27740000000009
pesm,top2,D8,4,3412.0,3412.0,3412.0,33.991947650909424,0.4997731245506799,0.7702227432590856,166.26170000000002
pesm,top2,D8,7,5971.0,5971.0,5971.0,34.513755559921265,0.6349390159156083,0.8429073856975381,224.80860000000007
pesm,top2,D8,6,5118.0,5118.0,5118.0,35.5181930065155,0.6012948107033814,0.8276670574443142,169.17180000000008
pesm,top2,D8,9,7677.0,7677.0,7677.0,36.404852628707886,0.6839075545696166,0.8628370457209847,258.46090000000004
pesm,top2,D9,2,4616.0,4616.0,4616.0,98.63510537147522,0.6479494814019117,0.9233102253032928,270.45309999999995
pesm,top2,D9,8,18464.0,18464.0,18464.0,100.12709546089172,0.8829457200633857,0.9709705372616984,378.7109
pesm,top2,D9,7,16156.0,16156.0,16156.0,99.3847963809967,0.8704121247862915,0.9696707105719238,376.8516
pesm,top2,D9,1,2308.0,2308.0,2308.0,93.37773656845091,0.4022274004291845,0.8275563258232236,266.3515
pesm,top2,D9,3,6924.0,6924.0,6924.0,98.0827295780182,0.7448902889963802,0.9488734835355286,359.26559999999995
pesm,top2,D9,6,13848.0,13848.0,13848.0,94.67111802101137,0.8539721504770711,0.9683708838821492,373.2851
pesm,top2,D9,10,23080.0,23080.0,23080.0,94.58549380302428,0.9008547022667972,0.9748700173310224,380.3242
pesm,top2,D9,5,11540.0,11540.0,11540.0,93.93076062202454,0.8313327422674697,0.966637781629116,370.9766000000001
pesm,top2,D9,9,20772.0,20772.0,20772.0,94.34488272666933,0.8928138871107711,0.9731369150779896,378.93360000000007
pesm,top2,D9,4,9232.0,9232.0,9232.0,92.87609601020812,0.7980195838865138,0.9623050259965338,370.4493
pesm,top3,D1,8,712.0,622.0,622.0,0.2564234733581543,0.6591519829747324,0.9213483146067416,9.23440000000005
pesm,top3,D1,10,890.0,624.0,624.0,0.2492303848266601,0.6406112359550552,0.9213483146067416,9.589900000000055
pesm,top3,D1,7,623.0,623.0,623.0,0.2510321140289306,0.6379105445116672,0.9213483146067416,9.74610000000007
pesm,top3,D1,4,356.0,356.0,356.0,0.2406427860260009,0.5309224813520884,0.6179775280898876,9.5625
pesm,top3,D1,9,801.0,622.0,622.0,0.251018762588501,0.6708207838115684,0.9213483146067416,9.578200000000038
pesm,top3,D1,2,178.0,178.0,178.0,0.2385985851287841,0.4549620237273242,0.5842696629213483,9.496099999999956
pesm,top3,D1,6,534.0,534.0,534.0,0.2459306716918945,0.5741888060485117,0.8314606741573034,9.44920000000002
pesm,top3,D1,1,89.0,89.0,89.0,0.2315831184387207,0.3198501872659177,0.550561797752809,9.359299999999962
pesm,top3,D1,3,267.0,267.0,267.0,0.2373030185699463,0.4903152775448576,0.6067415730337079,9.523500000000013
pesm,top3,D1,5,445.0,445.0,445.0,0.2408537864685058,0.5477905980752714,0.7303370786516854,9.968700000000013
pesm,top3,D10,1,22863.0,22863.0,22863.0,211.8757493495941,0.2727032738164362,0.403534094388313,320.625
pesm,top3,D10,4,91452.0,91452.0,91452.0,255.09913110733032,0.3853239068075365,0.4334076892796221,379.9375
pesm,top3,D10,5,114315.0,114315.0,114315.0,253.61759185791016,0.3956092566777601,0.4390062546472466,394.8008
pesm,top3,D10,10,228630.0,228630.0,228630.0,260.48134112358093,0.4222568076713228,0.4573765472597647,398.70310000000006
pesm,top3,D10,7,160041.0,160041.0,160041.0,262.6658353805542,0.4092869586872684,0.447141669947076,392.836
pesm,top3,D10,2,45726.0,45726.0,45726.0,199.46715545654297,0.3434096559709375,0.420592223242794,389.6171999999999
pesm,top3,D10,9,205767.0,205767.0,205767.0,259.3504858016968,0.4185573221168947,0.4543585706162796,395.2149
pesm,top3,D10,6,137178.0,137178.0,137178.0,256.2818968296051,0.4031945468231675,0.4439924769277872,383.3399
pesm,top3,D10,3,68589.0,68589.0,68589.0,256.5652997493744,0.3702414006994122,0.4275466911603901,378.2617
pesm,top3,D10,8,182904.0,182904.0,182904.0,258.47454261779785,0.4144219137514633,0.4508594672615142,390.7461
pesm,top3,D2,6,6456.0,6456.0,6456.0,2.755779504776001,0.5010279613548914,0.5780669144981413,36.51559999999995
pesm,top3,D2,10,10760.0,10760.0,10760.0,2.87085509300232,0.5419464443576308,0.629182156133829,36.60540000000003
pesm,top3,D2,8,8608.0,8608.0,8608.0,2.848254442214966,0.523337727743227,0.6031598513011153,37.0
pesm,top3,D2,3,3228.0,3228.0,3228.0,2.634950876235962,0.4411519213079443,0.54182156133829,34.699299999999994
pesm,top3,D2,9,9684.0,9684.0,9684.0,2.8110079765319824,0.5330224564487842,0.6152416356877324,36.08990000000006
pesm,top3,D2,4,4304.0,4304.0,4304.0,2.7267985343933105,0.4680496008358989,0.5585501858736059,35.625
pesm,top3,D2,7,7532.0,7532.0,7532.0,2.814018487930298,0.5128740851283143,0.5901486988847584,36.41409999999996
pesm,top3,D2,1,1076.0,1076.0,1076.0,2.6382699012756348,0.2693372406485045,0.5176579925650557,33.39059999999995
pesm,top3,D2,2,2152.0,2152.0,2152.0,3.106013059616089,0.3953694766703955,0.5241635687732342,32.78129999999999
pesm,top3,D2,5,5380.0,5380.0,5380.0,2.716895341873169,0.4867992088368364,0.5650557620817844,35.60159999999996
pesm,top3,D3,6,6618.0,6618.0,6618.0,11.246968030929564,0.4195967623631417,0.4759746146872167,85.15629999999999
pesm,top3,D3,3,3309.0,3309.0,3309.0,11.337544918060305,0.3654961886423387,0.4696282864913871,84.27729999999997
pesm,top3,D3,8,8824.0,8824.0,8824.0,11.455477237701416,0.4343188676774184,0.4814143245693563,87.34370000000001
pesm,top3,D3,1,1103.0,1103.0,1103.0,11.258419036865234,0.1833660175805117,0.3880326382592928,79.80860000000007
pesm,top3,D3,2,2206.0,2206.0,2206.0,11.25989055633545,0.3159435423676626,0.4596554850407978,82.168
pesm,top3,D3,5,5515.0,5515.0,5515.0,11.24616312980652,0.4087127729305738,0.4750679963735267,91.03520000000005
pesm,top3,D3,10,11030.0,11030.0,11030.0,11.753125190734863,0.4441578267066165,0.4868540344514959,86.24609999999996
pesm,top3,D3,7,7721.0,7721.0,7721.0,11.38469409942627,0.4277641702845842,0.4777878513145965,88.26170000000002
pesm,top3,D3,4,4412.0,4412.0,4412.0,11.597997665405272,0.3921277261466088,0.4750679963735267,90.08590000000004
pesm,top3,D3,9,9927.0,9927.0,9927.0,11.656266450881958,0.4397343557202426,0.485040797824116,87.65229999999997
pesm,top3,D4,6,13344.0,13344.0,13344.0,5.2089667320251465,0.8720766811054111,0.9680755395683454,58.84769999999992
pesm,top3,D4,10,22240.0,22240.0,22240.0,5.532706260681152,0.911861648669506,0.9743705035971224,57.76960000000008
pesm,top3,D4,2,4448.0,4448.0,4448.0,4.957166433334351,0.6948906148176648,0.9518884892086332,58.105500000000006
pesm,top3,D4,5,11120.0,11120.0,11120.0,5.15850305557251,0.852944135115413,0.9640287769784172,59.59379999999999
pesm,top3,D4,4,8896.0,8896.0,8896.0,5.052241802215576,0.8254560788819351,0.9608812949640289,58.320299999999975
pesm,top3,D4,9,20016.0,20016.0,20016.0,5.362765073776245,0.9050476609270474,0.9730215827338128,57.00390000000005
pesm,top3,D4,8,17792.0,17792.0,17792.0,5.41393780708313,0.896413117356386,0.9712230215827338,57.13670000000002
pesm,top3,D4,7,15568.0,15568.0,15568.0,5.341311931610107,0.8859669025008182,0.9698741007194244,58.96870000000001
pesm,top3,D4,1,2224.0,2224.0,2224.0,4.991080522537232,0.4468228114137901,0.8862410071942446,53.57420000000002
pesm,top3,D4,3,6672.0,6672.0,6672.0,5.05541467666626,0.7809941841221788,0.9563848920863308,59.80460000000005
pesm,top3,D5,5,9840.0,9840.0,9840.0,7.270030498504639,0.4056295918105935,0.4959349593495935,69.44140000000004
pesm,top3,D5,1,1968.0,1968.0,1968.0,6.51253080368042,0.23907275163407,0.3130081300813008,57.84770000000003
pesm,top3,D5,6,11808.0,11808.0,11808.0,7.164517879486084,0.4218899633530071,0.5005081300813008,69.6875
pesm,top3,D5,7,13776.0,13776.0,13776.0,7.15773606300354,0.4305058625457076,0.4994918699186992,69.53120000000001
pesm,top3,D5,9,17712.0,17712.0,17712.0,7.305405616760254,0.4456957168016325,0.5030487804878049,70.06640000000004
pesm,top3,D5,10,19680.0,19680.0,19680.0,7.250457286834717,0.4528749045239025,0.5071138211382114,71.36720000000003
pesm,top3,D5,8,15744.0,15744.0,15744.0,7.228577613830566,0.4400689533650194,0.5025406504065041,69.08209999999997
pesm,top3,D5,4,7872.0,7872.0,7872.0,6.502228260040283,0.3826199504532679,0.494410569105691,69.20710000000008
pesm,top3,D5,2,3936.0,3936.0,3936.0,6.378000974655151,0.295921304240986,0.3978658536585366,58.41020000000003
pesm,top3,D5,3,5904.0,5904.0,5904.0,6.462246894836426,0.3466851503824115,0.4806910569105691,68.71479999999997
pesm,top3,D6,4,4288.0,4288.0,4288.0,8.226738214492798,0.3951017528352565,0.480410447761194,67.082
pesm,top3,D6,7,7504.0,7504.0,7504.0,8.709795713424683,0.4437468304712192,0.5307835820895522,82.87890000000004
pesm,top3,D6,3,3216.0,3216.0,3216.0,8.363892078399658,0.3692971457601502,0.4626865671641791,69.05470000000003
pesm,top3,D6,5,5360.0,5360.0,5360.0,8.140581130981445,0.413807257779374,0.5,74.17180000000008
pesm,top3,D6,6,6432.0,6432.0,6432.0,8.655397415161133,0.4297545480277749,0.5223880597014925,79.22660000000008
pesm,top3,D6,1,1072.0,1072.0,1072.0,8.567977666854858,0.2170699392135315,0.4384328358208955,70.5625
pesm,top3,D6,10,10720.0,10720.0,10720.0,8.364589214324951,0.4750470550892545,0.5625,85.03520000000003
pesm,top3,D6,2,2144.0,2144.0,2144.0,8.100605010986328,0.3287835299029244,0.4440298507462686,69.33590000000004
pesm,top3,D6,9,9648.0,9648.0,9648.0,8.881643295288086,0.4656518423531685,0.5541044776119403,84.6875
pesm,top3,D6,8,8576.0,8576.0,8576.0,8.661935806274414,0.4554107305375887,0.5401119402985075,84.49219999999991
pesm,top3,D7,8,8760.0,8760.0,8760.0,12.23927879333496,0.6409011710783982,0.730593607305936,100.54290000000005
pesm,top3,D7,2,2190.0,2190.0,2190.0,12.057804107666016,0.4567702243924383,0.6584474885844749,99.789
pesm,top3,D7,3,3285.0,3285.0,3285.0,12.50806760787964,0.5244941178432292,0.6657534246575343,99.5625
pesm,top3,D7,6,6570.0,6570.0,6570.0,12.178104400634766,0.6119117556108157,0.7315068493150685,96.64839999999992
pesm,top3,D7,7,7665.0,7665.0,7665.0,12.817302465438845,0.6289948977100112,0.7315068493150685,99.50779999999996
pesm,top3,D7,1,1095.0,1095.0,1095.0,11.939600706100464,0.2711528847115287,0.5360730593607306,101.707
pesm,top3,D7,5,5475.0,5475.0,5475.0,12.585763931274414,0.5888471403651119,0.7150684931506849,92.28910000000008
pesm,top3,D7,10,10950.0,10950.0,10950.0,12.171467542648315,0.659212540378179,0.7324200913242009,101.64839999999992
pesm,top3,D7,4,4380.0,4380.0,4380.0,12.31301975250244,0.5612902956832281,0.6794520547945205,95.05860000000008
pesm,top3,D7,9,9855.0,9855.0,9855.0,12.658206939697266,0.6510068270771129,0.7324200913242009,101.45709999999995
pesm,top3,D8,8,6824.0,6824.0,6824.0,42.378560066223145,0.6194861488647428,0.7432590855803048,172.6563
pesm,top3,D8,3,2559.0,2559.0,2559.0,33.34852361679077,0.4143798541910916,0.7420867526377491,166.03909999999996
pesm,top3,D8,9,7677.0,7677.0,7677.0,39.75055909156799,0.6332369062258532,0.7432590855803048,172.78910000000008
pesm,top3,D8,10,8530.0,8530.0,8530.0,39.497650146484375,0.6442378344862656,0.7432590855803048,172.19540000000006
pesm,top3,D8,4,3412.0,3412.0,3412.0,34.11354303359985,0.4962825744884865,0.7420867526377491,163.6991999999999
pesm,top3,D8,7,5971.0,5971.0,5971.0,41.74182033538818,0.6018072615542441,0.7432590855803048,173.3125
pesm,top3,D8,2,1706.0,1706.0,1706.0,34.22539448738098,0.2835349375133497,0.5556858147713951,166.98829999999998
pesm,top3,D8,5,4265.0,4265.0,4265.0,35.25046229362488,0.5454318862468656,0.7420867526377491,162.78520000000003
pesm,top3,D8,6,5118.0,5118.0,5118.0,34.07868051528931,0.5782365630009969,0.7432590855803048,169.4805
pesm,top3,D8,1,853.0,853.0,853.0,35.10268521308899,0.1371959004038649,0.2848769050410316,163.54290000000003
pesm,top3,D9,5,11540.0,11540.0,11540.0,86.67529535293579,0.774384130003324,0.8717504332755632,281.4961
pesm,top3,D9,6,13848.0,13848.0,13848.0,78.89643859863281,0.7908224795963669,0.8743500866551126,281.33590000000004
pesm,top3,D9,2,4616.0,4616.0,4616.0,88.71307945251465,0.6327694463494551,0.8661178509532063,276.875
pesm,top3,D9,9,20772.0,20772.0,20772.0,73.66149878501892,0.819128612406127,0.8769497400346621,281.8633
pesm,top3,D9,3,6924.0,6924.0,6924.0,82.22914338111877,0.7112408261329468,0.8682842287694974,279.01560000000006
pesm,top3,D9,7,16156.0,16156.0,16156.0,82.63435173034668,0.8028127969601092,0.8752166377816292,282.5313
pesm,top3,D9,10,23080.0,23080.0,23080.0,77.89701843261719,0.8253353966970862,0.8782495667244368,279.67959999999994
pesm,top3,D9,4,9232.0,9232.0,9232.0,87.22095155715942,0.7502802001937171,0.8691507798960139,282.1797
pesm,top3,D9,8,18464.0,18464.0,18464.0,88.36740183830261,0.8119021606758765,0.8765164644714039,280.3555
pesm,top3,D9,1,2308.0,2308.0,2308.0,89.30045700073242,0.4022274004291845,0.8275563258232236,264.53520000000003
pesm,top4,D1,6,534.0,534.0,534.0,0.2642769813537597,0.6681717946025443,0.898876404494382,9.808599999999956
pesm,top4,D1,7,623.0,623.0,623.0,0.2544620037078857,0.6963771247479147,0.9213483146067416,10.13670000000002
pesm,top4,D1,10,890.0,627.0,627.0,0.2469203472137451,0.7113540399341622,0.9213483146067416,9.67579999999998
pesm,top4,D1,3,267.0,267.0,267.0,0.2489025592803955,0.461009558946839,0.7191011235955056,9.288999999999987
pesm,top4,D1,8,712.0,627.0,627.0,0.2665739059448242,0.7073463107421489,0.9213483146067416,9.722700000000032
pesm,top4,D1,1,89.0,89.0,89.0,0.2423279285430908,0.2358302122347066,0.3932584269662921,9.578199999999924
pesm,top4,D1,9,801.0,628.0,628.0,0.2441318035125732,0.6976831424947783,0.9213483146067416,9.605500000000006
pesm,top4,D1,4,356.0,356.0,356.0,0.2474813461303711,0.5628678437667218,0.8651685393258427,9.140699999999924
pesm,top4,D1,5,445.0,445.0,445.0,0.2597017288208008,0.6320350682722864,0.8876404494382022,9.656299999999987
pesm,top4,D1,2,178.0,178.0,178.0,0.2411959171295166,0.3860397966229358,0.5955056179775281,9.425800000000097
pesm,top4,D10,8,182904.0,182904.0,182904.0,349.403058052063,0.1735232916205305,0.2581900887897476,419.6484
pesm,top4,D10,7,160041.0,160041.0,160041.0,353.45872735977173,0.1627070526624628,0.2421816909416962,413.875
pesm,top4,D10,5,114315.0,114315.0,114315.0,276.36669158935547,0.1377427735772415,0.2064470979311551,406.3438
pesm,top4,D10,6,137178.0,137178.0,137178.0,353.96366119384766,0.1507902569579318,0.2254734724226917,407.4101
pesm,top4,D10,9,205767.0,205767.0,205767.0,278.6353545188904,0.1839228272336794,0.2735861435507151,416.75
pesm,top4,D10,2,45726.0,45726.0,45726.0,275.9095730781555,0.0862322751228737,0.1309976818440274,421.164
pesm,top4,D10,10,228630.0,228630.0,228630.0,351.3259646892548,0.193539573455848,0.2870576914665617,421.2813
pesm,top4,D10,1,22863.0,22863.0,22863.0,272.8184645175934,0.0597996556725576,0.0931198880286926,434.8867
pesm,top4,D10,3,68589.0,68589.0,68589.0,347.8786857128144,0.1064048755533801,0.1608712767353365,408.6797
pesm,top4,D10,4,91452.0,91452.0,91452.0,347.24489068984985,0.1232788944038202,0.1857149105541705,406.2969000000001
pesm,top4,D2,10,10760.0,10760.0,10760.0,3.0745253562927246,0.2177700763703715,0.3810408921933085,35.92179999999996
pesm,top4,D2,2,2152.0,2152.0,2152.0,2.7380530834198,0.0626056492453686,0.1096654275092936,35.605500000000006
pesm,top4,D2,3,3228.0,3228.0,3228.0,2.774991035461426,0.0855009952786142,0.1514869888475836,35.25389999999993
pesm,top4,D2,4,4304.0,4304.0,4304.0,2.866236925125122,0.1069995121087691,0.1895910780669145,36.74609999999996
pesm,top4,D2,8,8608.0,8608.0,8608.0,2.97483777999878,0.1839101554049295,0.3243494423791822,36.57810000000006
pesm,top4,D2,7,7532.0,7532.0,7532.0,2.887347459793091,0.1659322278134821,0.2955390334572491,36.79690000000005
pesm,top4,D2,5,5380.0,5380.0,5380.0,2.8355376720428467,0.1272577891783627,0.2258364312267658,35.85160000000008
pesm,top4,D2,9,9684.0,9684.0,9684.0,2.9660000801086426,0.2011891304723318,0.354089219330855,35.519499999999994
pesm,top4,D2,6,6456.0,6456.0,6456.0,2.8407247066497803,0.1469066452188998,0.2639405204460966,35.90229999999997
pesm,top4,D2,1,1076.0,1076.0,1076.0,2.703371047973633,0.0374577599210253,0.0650557620817843,34.62109999999996
pesm,top4,D3,6,6618.0,6618.0,6618.0,12.233664751052856,0.095551735251559,0.1378059836808703,97.49610000000008
pesm,top4,D3,10,11030.0,11030.0,11030.0,12.330474138259888,0.1218994389256379,0.1867633726201269,100.707
pesm,top4,D3,2,2206.0,2206.0,2206.0,12.112130165100098,0.0539312605034423,0.0825022665457842,92.45320000000004
pesm,top4,D3,3,3309.0,3309.0,3309.0,12.365625381469728,0.0680097947646223,0.1078875793291024,97.3125
pesm,top4,D3,8,8824.0,8824.0,8824.0,11.99845266342163,0.1092627626432109,0.1613780598368087,98.02739999999994
pesm,top4,D3,4,4412.0,4412.0,4412.0,12.3678560256958,0.0794253523186982,0.1178603807796917,96.1055
pesm,top4,D3,1,1103.0,1103.0,1103.0,11.853764057159424,0.0374998357575519,0.057116953762466,92.22269999999992
pesm,top4,D3,7,7721.0,7721.0,7721.0,11.988343715667725,0.1025179615388097,0.1495920217588395,99.168
pesm,top4,D3,5,5515.0,5515.0,5515.0,12.226340770721436,0.0883734254985228,0.1260199456029011,97.80459999999994
pesm,top4,D3,9,9927.0,9927.0,9927.0,12.66944432258606,0.1156131033742079,0.171350861287398,96.96489999999994
pesm,top4,D4,2,4448.0,4448.0,4448.0,5.087386131286621,0.1430089576349707,0.2365107913669064,56.66790000000003
pesm,top4,D4,1,2224.0,2224.0,2224.0,5.044293403625488,0.0891435615552497,0.1533273381294964,56.53509999999994
pesm,top4,D4,8,17792.0,17792.0,17792.0,5.509798526763916,0.3602296463284614,0.595773381294964,58.457
pesm,top4,D4,3,6672.0,6672.0,6672.0,5.166104078292847,0.1871341829578454,0.3151978417266187,57.425700000000006
pesm,top4,D4,4,8896.0,8896.0,8896.0,5.326657772064209,0.2273673305932088,0.3785971223021582,55.12890000000005
pesm,top4,D4,6,13344.0,13344.0,13344.0,5.442218542098999,0.2978733311589762,0.4955035971223021,58.5
pesm,top4,D4,5,11120.0,11120.0,11120.0,5.183743953704834,0.2640246044329914,0.4392985611510791,57.48829999999998
pesm,top4,D4,9,20016.0,20016.0,20016.0,5.6634814739227295,0.3887332233428886,0.6389388489208633,58.40629999999999
pesm,top4,D4,7,15568.0,15568.0,15568.0,5.445322751998901,0.3298475549318376,0.5463129496402878,57.90629999999999
pesm,top4,D4,10,22240.0,22240.0,22240.0,5.606792688369751,0.4161804071422991,0.6839028776978417,58.48040000000003
pesm,top4,D5,10,19680.0,19680.0,19680.0,7.475368976593018,0.5634037698031629,0.7840447154471545,70.3555
pesm,top4,D5,9,17712.0,17712.0,17712.0,7.564847946166992,0.5403107829488972,0.7586382113821138,70.12890000000004
pesm,top4,D5,1,1968.0,1968.0,1968.0,7.278160095214844,0.1513337317857675,0.266260162601626,68.332
pesm,top4,D5,6,11808.0,11808.0,11808.0,7.510590076446533,0.4517857745263812,0.6636178861788617,67.99220000000003
pesm,top4,D5,3,5904.0,5904.0,5904.0,7.301889181137085,0.3175431803005578,0.4903455284552845,70.09379999999999
pesm,top4,D5,4,7872.0,7872.0,7872.0,7.024816513061523,0.3705313854389619,0.5645325203252033,67.77350000000001
pesm,top4,D5,7,13776.0,13776.0,13776.0,7.224134922027588,0.48514299489369,0.7027439024390244,69.0195
pesm,top4,D5,8,15744.0,15744.0,15744.0,7.513481378555298,0.5146386644876335,0.733739837398374,69.65620000000001
pesm,top4,D5,2,3936.0,3936.0,3936.0,7.021610498428345,0.2496303569842908,0.4171747967479675,67.64460000000008
pesm,top4,D5,5,9840.0,9840.0,9840.0,7.382866621017456,0.4145496215022121,0.6158536585365854,68.75
pesm,top4,D6,9,9648.0,9648.0,9648.0,8.669021129608154,0.1915432231009958,0.314365671641791,86.19139999999993
pesm,top4,D6,4,4288.0,4288.0,4288.0,9.126845836639404,0.1105559431798804,0.1930970149253731,86.95310000000006
pesm,top4,D6,8,8576.0,8576.0,8576.0,8.667726755142212,0.1774554561922839,0.291044776119403,85.71480000000008
pesm,top4,D6,1,1072.0,1072.0,1072.0,8.577236652374268,0.0361597766062511,0.0746268656716417,80.83600000000001
pesm,top4,D6,2,2144.0,2144.0,2144.0,8.580143451690674,0.0675238318895036,0.1194029850746268,84.60160000000008
pesm,top4,D6,6,6432.0,6432.0,6432.0,8.770811796188354,0.1468564607399824,0.2444029850746268,86.76960000000008
pesm,top4,D6,7,7504.0,7504.0,7504.0,8.482417106628418,0.1625944643869296,0.269589552238806,86.07809999999995
pesm,top4,D6,10,10720.0,10720.0,10720.0,8.823047637939453,0.2052003008462998,0.3432835820895522,85.79690000000005
pesm,top4,D6,5,5360.0,5360.0,5360.0,8.878020286560059,0.1300398538922633,0.2220149253731343,86.18360000000007
pesm,top4,D6,3,3216.0,3216.0,3216.0,8.733911514282227,0.0898103127508251,0.1557835820895522,84.72660000000008
pesm,top4,D7,9,9855.0,9855.0,9855.0,12.942742109298706,0.1891458926347664,0.3013698630136986,118.375
pesm,top4,D7,8,8760.0,8760.0,8760.0,12.904200315475464,0.1760789176190274,0.284931506849315,121.8633000000001
pesm,top4,D7,7,7665.0,7665.0,7665.0,12.891225814819336,0.1623338301007731,0.2639269406392694,119.01560000000006
pesm,top4,D7,10,10950.0,10950.0,10950.0,12.79545259475708,0.2009430134818126,0.3095890410958904,116.85159999999996
pesm,top4,D7,3,3285.0,3285.0,3285.0,13.036587953567505,0.0876876301008572,0.1643835616438356,123.33979999999995
pesm,top4,D7,2,2190.0,2190.0,2190.0,12.466857671737673,0.0584233133053651,0.1031963470319634,111.82420000000002
pesm,top4,D7,1,1095.0,1095.0,1095.0,13.006642580032349,0.0363830283638303,0.05662100456621,103.5938000000001
pesm,top4,D7,6,6570.0,6570.0,6570.0,12.875089645385742,0.1469236975252403,0.2474885844748858,121.42189999999994
pesm,top4,D7,5,5475.0,5475.0,5475.0,12.664829015731812,0.1285876769031147,0.2200913242009132,122.39840000000004
pesm,top4,D7,4,4380.0,4380.0,4380.0,12.653149604797363,0.1092332081560165,0.1908675799086758,121.56640000000004
pesm,top4,D8,9,7677.0,7677.0,7677.0,40.75484371185303,0.0475339935327752,0.0703399765533411,192.36720000000005
pesm,top4,D8,4,3412.0,3412.0,3412.0,44.12407326698303,0.0318319479790557,0.0457209847596717,191.17190000000005
pesm,top4,D8,5,4265.0,4265.0,4265.0,38.41785669326782,0.0354013770102922,0.0539273153575615,191.4766
pesm,top4,D8,1,853.0,853.0,853.0,35.08004951477051,0.018017412026983,0.0246189917936694,178.89459999999997
pesm,top4,D8,8,6824.0,6824.0,6824.0,38.15832781791687,0.0448458145996234,0.0668229777256741,193.4492
pesm,top4,D8,7,5971.0,5971.0,5971.0,41.09638524055481,0.0418207987411348,0.0644783118405627,192.7265
pesm,top4,D8,10,8530.0,8530.0,8530.0,40.22004246711731,0.0500047890989369,0.0762016412661195,191.3711
pesm,top4,D8,2,1706.0,1706.0,1706.0,34.94927215576172,0.0234054520693017,0.0328253223915592,181.6132
pesm,top4,D8,3,2559.0,2559.0,2559.0,37.95858359336853,0.0279573930246181,0.0398593200468933,188.832
pesm,top4,D8,6,5118.0,5118.0,5118.0,41.27291512489319,0.0386938575845627,0.0574443141852286,193.21490000000009
pesm,top4,D9,4,9232.0,9232.0,9232.0,69.94446682929993,0.0480859384458672,0.0758232235701906,289.08989999999994
pesm,top4,D9,1,2308.0,2308.0,2308.0,79.78389620780945,0.021315506423887,0.0329289428076256,281.5821
pesm,top4,D9,7,16156.0,16156.0,16156.0,70.13401365280151,0.0665676133528966,0.1052859618717504,289.75
pesm,top4,D9,3,6924.0,6924.0,6924.0,69.87136936187744,0.0406489435584277,0.065424610051993,291.1953000000001
pesm,top4,D9,5,11540.0,11540.0,11540.0,79.54308199882507,0.0546928087143725,0.0857885615251299,290.34760000000006
pesm,top4,D9,10,23080.0,23080.0,23080.0,89.57798862457275,0.0817100908360029,0.1304159445407279,292.47270000000003
pesm,top4,D9,6,13848.0,13848.0,13848.0,63.45455837249756,0.0607489945091057,0.0957538994800693,290.27740000000006
pesm,top4,D9,8,18464.0,18464.0,18464.0,81.63975214958191,0.0718622425395166,0.1122183708838821,285.57809999999995
pesm,top4,D9,2,4616.0,4616.0,4616.0,72.0285427570343,0.0318475838482524,0.0502599653379549,292.17190000000005
pesm,top4,D9,9,20772.0,20772.0,20772.0,90.0930244922638,0.0768254535846379,0.121317157712305,285.7108999999999
sn,top1,D1,8,712.0,712.0,712.0,0.2829775810241699,0.6784121531115564,0.8876404494382022,9.894499999999994
sn,top1,D1,5,445.0,445.0,445.0,0.2822787761688232,0.5938428981710034,0.7528089887640449,9.875
sn,top1,D1,9,801.0,801.0,801.0,0.2792887687683105,0.7221552859424497,0.8876404494382022,9.964799999999968
sn,top1,D1,6,534.0,534.0,534.0,0.2876856327056885,0.625916202877243,0.8202247191011236,9.898500000000013
sn,top1,D1,3,267.0,267.0,267.0,0.2763457298278808,0.5490524903572038,0.6966292134831461,9.73829999999998
sn,top1,D1,1,89.0,89.0,89.0,0.2708442211151123,0.3364544319600498,0.5730337078651685,9.515699999999924
sn,top1,D1,7,623.0,623.0,623.0,0.2876126766204834,0.6504969749351768,0.8651685393258427,9.589799999999968
sn,top1,D1,10,890.0,890.0,890.0,0.2862904071807861,0.7215601709983755,0.8876404494382022,9.722599999999945
